UNITNO,EASTING,NORTHING
45-12-000197,443438,540174
45-12-002355,443371,541187
45-12-002356,443323,541196
45-12-002357,443280,541184
45-12-000086,443357,540398
45-12-000081,443406,540404
45-12-000087,443334,540378
45-12-000088,443334,540412
45-12-000090,443283,540454
45-12-000092,443284,540364
45-12-000093,443255,540351
45-12-000095,443199,540390
45-12-000096,443220,540361
45-12-000097,443250,540380
45-12-000098,443246,540399
45-12-000099,443225,540413
45-12-000100,443174,540431
45-12-000101,443210,540437
45-12-000102,443241,540455
45-12-000104,443311,540493
45-12-000105,443345,540511
45-15-006027,441233,541809
43-05-005337,419584,530991
43-05-005338,419608,530974
43-05-005340,419694,530966
43-05-005341,419591,530969
43-05-005342,419573,530953
43-05-005343,419586,530930
43-05-005344,419620,530911
43-05-005345,419649,530914
45-12-002302,443040,541007
45-12-002303,443067,541024
45-12-002304,443094,541018
45-12-002305,442957,541037
45-12-002306,442987,541083
45-12-002307,442993,541161
45-12-002309,443067,541155
45-12-004146,441661,539328
45-12-004147,441701,539332
45-12-004148,441734,539334
45-12-004149,441767,539328
45-12-004150,441793,539330
45-12-004151,441830,539330
45-12-004152,441869,539325
45-12-004153,441906,539324
45-15-006154,440840,542001
45-15-006022,441336,541840
45-15-006023,441384,541845
45-15-006045,440989,542087
45-15-006046,440974,542121
45-15-006048,440954,542175
45-15-006049,440923,542189
45-12-004015,441206,539131
45-12-004016,441223,539083
45-12-004017,441224,539049
45-12-003997,441293,539218
45-12-003998,441263,539233
45-12-003999,441242,539229
46-00-000164,405817,516688
46-07-000036,401344,519087
46-07-000039,401394,519064
46-07-000040,401264,519389
46-07-000041,401236,519369
46-07-000043,401178,519326
46-07-000044,401154,519311
46-07-000045,401129,519289
46-07-000046,401106,519262
46-07-000047,401082,519231
46-25-000002,406274,517029
46-25-000003,406224,517039
46-25-000067,406180,517046
46-25-000004,406129,517049
46-25-000068,406082,517049
46-25-000070,405959,517042
46-26-000001,397511,523472
46-26-000002,397485,523509
46-26-000003,397481,523540
46-26-000004,397463,523567
46-26-000005,397417,523581
46-26-000006,397379,523594
46-26-000007,397341,523604
46-26-000009,397275,523624
46-26-000011,397210,523648
46-26-000012,397174,523673
46-26-000013,397137,523679
46-26-000014,397096,523672
46-26-000015,397058,523675
46-26-000016,397018,523691
46-17-000013,390937,526765
46-17-000014,390897,526786
46-17-000015,390776,526849
46-17-000016,390688,526882
46-09-000125,415635,528200
46-09-000128,415530,528203
46-09-000129,415486,528205
46-09-000130,415449,528205
46-09-000131,415408,528211
46-09-000133,415339,528220
46-09-000134,415297,528229
46-09-000135,415270,528240
46-09-000136,415251,528257
46-09-000138,415232,528241
46-09-000188,416633,528783
46-09-000206,417821,525883
46-09-000207,417814,525845
46-09-000208,418624,525854
46-09-000210,418664,525790
46-34-000034,412245,520336
46-34-000035,412219,520310
46-34-000045,412316,520268
46-06-000211,411970,523465
46-06-000212,412543,524404
46-07-000052,401010,519105
46-07-000053,400993,519083
46-07-000054,400971,519056
46-07-000057,401101,519685
46-07-000058,400977,519933
46-07-000059,400947,519941
46-07-000060,400921,519948
46-07-000062,400859,519947
46-10-000057,415345,525697
46-10-000061,415229,525775
46-10-000063,415156,525784
46-10-000064,415120,525777
46-10-000066,415055,525745
46-10-000067,415035,525717
46-10-000068,415494,525127
46-10-000069,415482,525100
46-10-000070,415450,525099
46-27-000112,394258,526003
46-27-000110,394288,525931
46-27-000052,394305,525895
46-27-000053,394023,525817
46-27-000107,394066,525807
46-27-000108,394114,525805
46-27-000109,394152,525818
46-27-000054,394184,525829
46-27-000056,394388,525796
46-27-000114,394454,525773
45-12-002651,442889,540593
45-12-000198,443461,540174
45-12-000199,443497,540175
45-12-000200,443518,540179
45-12-000201,443547,540183
45-12-000202,443572,540176
45-12-000203,443592,540109
45-12-000204,443580,540076
45-12-000206,443547,540034
45-12-000207,443531,540050
45-12-000208,443517,540039
45-12-000209,443496,540022
45-12-000210,443466,539997
45-12-000211,443441,539975
45-12-000212,443410,539960
45-12-000213,443374,539964
45-12-003102,441504,540593
45-12-003103,441532,540591
45-12-003104,441531,540564
45-12-003092,441474,540621
45-12-003096,441437,540509
45-12-003097,441486,540514
45-12-003098,441489,540529
45-12-003100,441494,540556
45-12-003094,441438,540577
45-12-003095,441438,540546
45-15-000778,441373,541127
45-08-001020,443796,542383
45-08-001021,443816,542347
45-08-001022,443810,542313
45-08-001023,443837,542290
45-08-001024,443876,542278
45-08-001027,443961,542216
45-08-001028,443981,542192
45-08-001029,444001,542159
45-08-001030,444000,542119
45-08-001032,444033,542027
45-09-000202,440702,536039
47-09-000243,436738,531814
41-11-009767,420650,553199
45-08-001033,444055,542010
45-08-001034,444062,541968
45-12-003511,442284,540445
45-12-003512,442322,540459
45-12-003513,442355,540459
45-12-003514,442326,540433
45-12-003515,442328,540416
45-12-004154,441938,539320
45-12-004157,442045,539346
45-12-002193,442669,541502
45-12-002203,442503,541604
45-12-008247,441399,539588
45-12-008248,441429,539602
45-12-008249,441476,539600
45-12-008250,441503,539605
45-12-008251,441535,539621
45-12-008252,441562,539618
45-12-008254,441618,539635
45-12-008256,441677,539665
45-12-008257,441702,539679
45-12-008259,441744,539721
45-12-008260,441775,539735
45-12-008261,441801,539755
45-12-008262,441812,539775
45-12-008264,441867,539832
45-15-005071,440660,540363
45-15-005072,440671,540359
45-15-005073,440677,540341
45-15-005074,440685,540317
45-15-005076,440619,540369
45-15-005077,440604,540414
45-15-005078,440843,540549
45-15-005079,440829,540575
45-12-002358,443235,541182
45-12-002359,443198,541166
45-12-002360,443131,541234
45-12-002361,443150,541213
45-12-002362,443173,541197
45-12-002363,443172,541167
45-12-002364,443187,541134
45-12-002365,443162,541102
45-12-002368,443178,541082
45-12-002370,443248,541026
45-12-002372,443326,541066
45-12-002374,443248,541114
45-12-002375,443246,541158
45-12-002376,443309,541128
45-12-002378,443375,541120
45-12-002379,443358,541082
45-12-002564,442551,541369
45-12-003070,441532,540802
45-12-003071,441536,540765
45-12-003074,441516,540703
45-12-003068,441508,540824
46-17-000017,390644,526898
46-17-000018,390554,526940
46-17-000021,390403,527035
46-17-000022,391048,526704
46-29-000014,391444,527569
46-30-000002,413146,514695
46-30-000003,413095,514686
43-03-000004,419839,530748
43-03-000005,419849,530719
43-03-000007,419886,530650
43-03-000008,419916,530627
43-03-000010,419969,530589
43-03-000011,419996,530575
43-03-000012,420022,530556
43-03-000013,420072,530537
43-03-000015,420154,530525
43-03-000016,420194,530515
46-00-000234,405295,517249
46-00-000233,405294,517221
46-00-000238,405374,517316
46-00-000239,405375,517265
46-00-000240,405354,517221
46-00-000242,405405,517143
46-00-000243,405349,517129
46-00-000244,405575,517050
43-03-004401,421295,529937
43-03-004402,421300,529908
43-03-004403,421327,529877
46-09-000090,417533,526453
46-09-000091,417562,526439
46-12-000077,417433,516854
46-12-000078,417434,516882
46-12-000079,417441,516924
46-12-000081,417462,516953
46-12-000082,417487,516938
46-27-000158,394832,526261
46-27-000159,394844,526295
46-27-000066,394860,526328
46-27-000067,395026,526304
46-27-000068,395454,526961
46-27-000069,394834,525510
46-10-000090,415781,524620
46-10-000091,415753,524603
46-24-000162,407778,526157
46-24-000016,407783,526117
46-24-000163,407782,526090
46-24-000017,407783,526025
46-24-000165,407809,525991
46-25-000065,406359,517009
46-06-000037,412965,524769
46-06-000038,412972,524875
46-06-000192,413678,524296
46-06-000194,413737,524274
46-29-000012,391783,527527
46-29-000015,391544,527519
46-29-000016,391482,527558
46-00-000165,405820,516658
46-00-000166,405806,516617
46-00-000167,405790,516598
46-00-000168,405758,516593
46-00-000170,405742,516642
46-00-000171,405736,516684
46-00-000172,405775,516659
46-10-000300,416433,528794
46-10-000301,416393,528819
46-10-000302,416361,528829
46-10-000303,416263,528882
46-11-000001,385223,531386
46-11-000002,385344,531217
46-11-000003,385374,531202
46-11-000004,385207,531368
46-11-000005,385240,531403
46-11-000006,385251,531433
46-12-000024,417200,517518
46-12-000025,417138,517278
46-12-000026,417129,517246
46-12-000028,417108,517157
46-12-000029,417098,517114
46-12-000030,417085,517076
46-12-000124,417071,517006
46-12-000032,417084,517011
46-09-000182,416540,528519
46-09-000183,416549,528490
46-09-000185,416555,528670
46-09-000186,416521,528655
46-09-000189,416651,529108
46-09-000190,416701,529169
46-09-000191,416694,529225
46-09-000193,416689,529312
46-09-000195,416678,529506
46-09-000196,416675,529567
46-09-000102,417153,526632
46-00-000094,404948,516074
46-00-000095,404902,516097
46-00-000096,404883,516122
45-12-003517,442819,540612
45-12-003518,442796,540593
45-12-003519,442774,540574
45-12-003877,442199,539219
45-12-000141,443268,540103
45-12-000142,443293,540098
45-12-000143,443307,540122
45-12-000144,443323,540146
45-12-000145,443335,540166
45-12-000146,443350,540193
45-12-000147,443379,540198
45-12-000148,443397,540183
45-12-000150,443365,540150
45-12-000151,443374,540135
45-12-000152,443357,540107
45-12-000153,443349,540125
45-12-002310,443024,541131
45-12-002311,443031,541087
45-12-002312,443029,541040
45-12-002319,443039,540965
45-12-002315,443005,540895
42-07-000670,425994,554805
42-07-000671,425996,554828
42-07-000672,425992,554860
42-07-000673,425960,554859
42-07-000674,425927,554862
45-12-003987,441377,539119
45-12-003988,441353,539114
45-12-003989,441325,539104
45-12-003990,441334,539079
45-12-003991,441307,539064
45-12-003993,441283,539117
45-12-003994,441292,539136
45-12-002001,442329,541998
45-12-002002,442354,542015
45-12-002003,442386,542014
45-12-002004,442413,542033
45-12-002005,442448,542046
45-12-002006,442471,542055
45-12-002007,442502,542060
45-12-002008,442534,542084
45-12-002009,442568,542088
45-12-002010,442584,542105
45-12-002011,442615,542109
45-12-000045,443762,540501
45-12-000046,443750,540545
45-12-000047,443701,540504
45-12-003072,441501,540761
45-12-003076,441474,540674
45-12-003077,441453,540645
43-05-005346,419683,530901
45-08-001065,444320,541106
45-08-001066,444333,540925
45-08-001067,444328,540952
45-08-001068,444318,540981
45-08-001069,444305,540988
45-08-001075,444279,540979
45-08-001070,444307,541015
45-08-001072,444287,540920
45-08-001073,444281,540948
45-08-001074,444273,540975
45-08-001078,444235,540933
45-08-001079,444227,540960
45-08-001081,444215,540996
45-08-001076,444263,541005
45-12-003456,441272,539772
45-12-003457,441312,539739
45-12-003458,441313,539713
45-12-003486,442112,540338
45-12-003487,442122,540307
45-12-003488,442144,540306
45-12-003490,442159,540327
45-12-003491,442143,540337
45-12-003492,442170,540340
46-27-000030,394691,525590
46-27-000123,394690,525671
46-27-000125,394722,525624
47-10-000105,425862,523815
47-10-000106,425834,523799
47-10-000107,425795,523785
47-10-000108,425780,523765
46-14-000020,411639,531084
46-14-000021,411594,531088
46-14-000024,411508,531118
46-14-000025,411498,531149
46-14-000026,411509,531087
46-14-000027,411465,531083
46-14-000029,411380,531069
46-14-000030,411336,531062
46-14-000031,411296,531056
46-14-000032,411252,531048
46-14-000033,411201,531039
46-17-000001,394628,525231
46-17-000002,394606,525192
46-17-000004,394613,525104
46-24-000018,407853,525960
46-24-000166,407891,525936
46-24-000019,407923,525912
46-24-000021,407997,525868
46-24-000022,408025,525846
46-24-000023,408376,525548
46-24-000024,408407,525524
46-24-000025,408439,525502
46-24-000026,408467,525478
46-24-000027,408495,525454
46-24-000028,408518,525435
46-24-000029,408550,525409
46-07-000048,401064,519208
46-07-000049,401049,519183
46-07-000050,401033,519155
46-09-000139,415196,528225
46-09-000140,415133,528179
46-09-000141,415073,528127
46-09-000142,415009,528070
46-09-000144,416522,528031
46-09-000145,416554,528040
46-09-000146,416558,528064
46-12-000118,416901,516855
46-12-000112,417233,516723
46-12-000113,417279,516706
46-13-000002,399521,513125
46-13-000003,399474,513099
46-13-000004,399470,513026
46-19-000001,412678,512419
46-19-000002,412691,512486
46-34-000096,413598,520488
46-34-000097,413589,520453
46-34-000098,413554,520450
46-34-000099,413523,520459
46-34-000100,413507,520481
46-34-000102,413464,520488
46-34-000103,413471,520521
46-34-000104,413482,520548
46-34-000105,413445,520548
46-34-000106,413438,520530
46-34-000107,413422,520550
46-30-000005,413000,514672
46-30-000007,413235,514649
46-30-000008,413278,514564
46-30-000009,413323,514554
46-30-000010,413192,514706
46-31-000001,408828,513075
46-32-000022,399267,522001
46-35-000018,404775,516403
46-35-000022,404795,516262
46-35-000023,404792,516226
46-35-000024,404788,516189
46-35-000026,404776,516108
46-35-000027,404786,516083
46-35-000028,404796,516031
46-35-000029,404790,515923
46-35-000030,404804,515886
46-35-000031,404827,515867
46-35-000107,404393,516255
46-35-000108,404366,516236
46-35-000109,404338,516218
46-35-000110,404308,516200
46-01-000001,408617,510472
46-01-000002,408604,510352
46-01-000003,408557,510337
46-01-000011,408523,510327
46-10-000121,415649,524786
46-10-000122,415670,524818
46-10-000123,415642,524816
46-10-000127,415567,524852
46-10-000128,415586,524870
46-10-000130,415541,524899
46-10-000131,415515,524872
46-10-000133,415386,524858
46-10-000203,415411,524903
46-10-000134,415415,524884
46-10-000135,415452,524919
46-10-000137,415506,524978
46-10-000138,415532,525003
46-10-000139,415524,525025
46-10-000140,415508,525047
46-10-000142,415488,525019
46-10-000143,415468,524997
46-10-000144,415437,524967
46-10-000145,415415,524945
46-24-000191,410100,525368
46-24-000057,410106,525323
47-10-000123,425641,523518
47-10-000124,425661,523540
47-10-000126,425715,523570
47-10-000127,425747,523596
47-10-000128,425738,523616
47-10-000129,425760,523566
47-10-000130,425800,523580
47-10-000131,425756,523510
45-12-000049,443561,540514
45-12-000050,443557,540475
45-12-000051,443541,540438
45-12-000052,443574,540451
45-12-003105,441591,540639
45-12-003106,441599,540620
45-12-003107,441624,540606
45-12-003108,441602,540589
45-12-003109,441577,540586
45-12-003110,441587,540558
45-12-003111,441605,540562
45-12-003112,441632,540559
45-12-003113,441597,540538
45-12-003445,441450,539885
45-12-003446,441455,539865
45-12-003447,441454,539834
45-12-003450,441381,539848
45-12-003451,441345,539846
45-12-003452,441350,539817
45-12-003453,441362,539786
45-12-003455,441303,539771
45-12-002464,443401,540724
45-12-002465,443415,540710
45-12-002457,443443,540860
45-12-002458,443424,540831
45-12-002459,443430,540807
45-12-002460,443407,540759
45-15-006074,441258,541572
45-15-006076,441212,541536
45-15-006078,441167,541571
45-12-003878,442185,539251
45-12-003879,442168,539271
45-12-003880,442166,539303
45-12-003881,442153,539315
45-12-003882,442125,539300
45-12-003883,442094,539301
45-12-003884,442167,539234
45-12-003887,442237,539253
45-12-003888,442241,539282
45-12-003889,442232,539304
45-12-003891,442040,539182
45-12-003893,441991,539222
45-12-003894,442026,539226
45-12-003895,442047,539234
45-12-003896,442067,539237
45-12-003897,442091,539229
45-12-003901,441986,539283
46-01-000005,408406,510305
45-15-000428,439489,540933
46-01-000006,408347,510291
46-01-000007,408266,510271
46-01-000010,408138,510210
46-01-000009,408103,510188
46-09-000068,416901,526865
46-09-000069,416931,526837
46-32-000006,399386,522206
46-32-000007,399398,522166
46-32-000002,399406,522328
46-32-000009,399398,522094
46-32-000011,399428,522010
46-32-000012,399422,521968
46-32-000013,399417,521932
46-32-000014,399413,521892
46-32-000015,399421,521853
46-32-000016,399436,521822
46-32-000017,399453,521792
46-32-000018,399473,521757
46-32-000019,399484,521722
46-32-000020,399512,521695
46-06-000040,413495,524489
46-06-000188,413538,524440
46-06-000190,413579,524382
46-06-000191,413614,524329
46-06-000041,413589,524353
46-06-000185,413448,524524
46-06-000186,413476,524518
46-06-000043,413628,524278
46-06-000045,413718,524249
46-06-000044,413658,524253
46-06-000046,412863,524214
46-06-000047,412846,524242
47-10-000075,425672,524020
47-10-000076,425666,523972
47-10-000077,425605,523945
47-10-000078,425651,523908
47-10-000079,425652,523853
47-10-000081,425707,523880
45-12-002695,443631,541609
45-12-002697,443571,541582
45-12-002698,443543,541560
45-12-002699,443504,541531
45-12-002700,443481,541514
45-12-002701,443438,541488
45-12-002702,443407,541475
46-32-000023,399365,522036
46-32-000025,399478,522040
46-32-000026,399570,522044
46-32-000028,399559,522111
46-32-000029,399498,522076
46-32-000031,399494,522140
46-32-000032,399509,522166
46-32-000033,399455,522277
46-34-000015,412735,520621
46-34-000155,412713,520622
46-34-000016,412659,520617
46-34-000017,412632,520603
46-34-000018,412600,520585
46-00-000542,405400,516460
41-11-006956,418913,551903
41-11-006957,418906,551934
41-11-006970,418804,551849
41-11-006971,418835,551862
41-11-006972,418861,551872
45-18-001158,440466,548962
45-18-001159,441986,549364
45-18-001161,441930,549380
45-18-001162,441935,549353
46-09-000092,417530,526434
46-09-000094,417531,526397
46-09-000095,417499,526373
46-09-000096,417477,526355
46-09-000097,417501,526340
46-09-000099,417445,526301
46-09-000100,417474,526283
46-08-000003,400151,523759
46-08-000004,400088,523773
45-12-003426,441678,539853
45-12-003505,442074,540369
45-12-003560,442447,540357
45-10-000449,444153,538175
45-12-002243,442400,541801
46-06-000085,412552,524377
46-06-000086,412522,524457
46-06-000091,412424,524531
46-06-000093,412466,524570
46-06-000094,412502,524558
46-06-000095,412451,524511
46-06-000096,412452,524482
46-06-000097,412460,524453
46-06-000098,412452,524429
46-06-000099,412475,524417
46-06-000100,412481,524388
46-27-000057,394486,525767
46-27-000117,394614,525734
46-27-000058,394582,525743
46-27-000059,394726,525660
46-27-000060,394736,525719
46-27-000152,394754,525795
46-27-000062,394751,525832
46-27-000153,394746,525862
46-27-000063,394740,525894
45-15-000427,439345,540912
46-01-000008,408188,510240
46-01-000004,408477,510319
46-14-000009,412076,531032
46-14-000010,412044,531038
46-14-000012,411967,531046
46-14-000015,411833,531069
46-14-000016,411793,531079
46-14-000017,411767,531084
46-14-000018,411723,531084
46-14-000019,411679,531083
46-00-000120,405352,516747
46-00-000128,405565,516852
46-00-000129,405582,516884
46-06-000167,412245,524560
46-06-000168,411963,524252
46-06-000171,411888,524221
46-06-000169,411966,524226
46-06-000174,411262,524839
46-06-000196,412036,523444
46-06-000197,412062,523438
46-06-000198,412094,523432
46-06-000175,412164,523412
46-06-000177,412231,523407
46-06-000176,412195,523406
46-06-000178,412164,523433
46-06-000184,412128,523442
46-07-000028,401101,519871
46-23-000005,401916,517737
46-23-000006,401881,517732
46-23-000007,401843,517726
46-23-000008,401805,517717
46-23-000009,401765,517706
46-23-000010,401731,517694
46-23-000011,401678,517680
46-23-000012,401633,517681
46-23-000013,401605,517711
46-25-000063,406469,516985
46-25-000001,406401,517003
45-12-003922,442624,539439
45-12-004111,441490,539179
45-12-004112,441462,539180
45-12-004113,441431,539172
45-12-004115,441415,539235
45-12-004116,441454,539159
45-12-004117,441457,539125
45-12-002036,442864,541829
45-12-002038,442905,541857
45-12-002039,442932,541870
42-07-000675,425910,554885
42-07-000676,425922,554910
42-07-000677,425908,554926
42-07-000678,425905,554950
42-07-000679,425944,554962
42-07-000681,425974,554950
42-07-000682,425963,554919
42-07-000683,425975,554886
42-07-000684,425994,554900
42-07-000686,426059,554936
42-07-000687,426048,554965
42-07-000688,426061,554990
45-12-000235,443724,540204
45-12-000236,443735,540187
45-12-000238,443759,540133
45-12-000240,443778,540104
45-12-003460,442064,540315
45-12-003461,442052,540294
45-12-003462,442046,540272
45-12-003463,442039,540250
45-12-002040,442965,541875
47-20-002947,426636,534225
47-20-002949,426612,534143
47-20-002950,426584,534131
47-20-002951,426574,534152
47-20-002952,426567,534166
47-20-002953,426555,534193
47-20-002955,426537,534120
47-20-002956,426562,534124
47-20-002957,426551,534100
47-20-002958,426568,534082
47-20-002959,426572,534053
47-20-002962,426635,534007
47-20-002963,426658,534031
47-20-002954,426527,534143
41-10-009423,411998,552839
43-03-005367,420929,528319
43-03-005368,420915,528289
45-12-002704,443329,541455
45-12-002705,443295,541450
46-34-000086,413395,520506
46-34-000083,413195,520599
46-34-000084,413269,520570
46-34-000085,413340,520543
46-36-000019,407420,518287
46-36-000090,407165,518042
46-41-000001,407277,526430
46-41-000002,407243,526418
46-41-000003,407211,526410
46-41-000004,407181,526414
46-06-000117,412510,524181
46-06-000202,412504,524149
46-06-000121,412484,524155
46-06-000122,412485,524181
46-06-000123,412459,524177
46-06-000124,412455,524148
46-06-000125,412450,524113
46-06-000126,412426,524115
46-06-000129,412422,524029
46-06-000127,412426,524085
46-06-000130,412399,524089
46-10-000071,415417,525092
46-10-000072,415400,525078
46-10-000308,415806,525152
46-00-000032,404995,516649
46-00-000034,404958,516614
46-00-000035,404950,516590
46-00-000481,405028,516690
46-00-000482,405003,516671
46-00-000483,404982,516654
46-00-000485,404959,516624
46-00-000487,404940,516604
46-00-000480,405050,516703
46-00-000050,405014,516231
46-00-000051,404991,516206
46-02-000001,419887,522607
46-02-000002,419892,522576
46-02-000003,419895,522537
46-02-000005,419811,522518
46-02-000006,419770,522503
46-02-000008,419651,522435
46-03-000001,403120,514297
46-03-000002,403195,514322
46-03-000003,403285,514356
46-03-000005,403456,514333
46-03-000006,403521,514324
46-06-000101,412463,524386
46-24-000030,408591,525398
46-24-000031,408619,525386
46-24-000032,408648,525356
46-24-000033,408698,525354
46-24-000034,408688,525338
46-24-000035,408703,525312
46-24-000037,408516,525412
46-34-000066,412795,520567
46-34-000067,412827,520571
46-34-000068,412856,520585
46-34-000069,412890,520564
46-34-000070,412919,520523
47-10-003273,427343,525331
47-10-003274,427365,525348
47-10-003275,427308,525325
47-10-003276,427282,525353
47-10-003277,427292,525375
47-10-003278,427261,525374
47-10-003279,427245,525391
47-10-003281,427322,525407
47-10-003282,427292,525420
46-27-000001,395856,525451
46-27-000002,395651,525396
46-27-000131,395602,525401
46-27-000132,395549,525413
46-27-000003,395492,525427
46-27-000004,395340,525431
46-27-000005,395202,525435
46-27-000006,395171,525429
46-27-000040,394407,525637
46-27-000041,394366,525646
46-27-000055,394362,525812
46-27-000061,394756,525754
46-27-000098,395074,525261
46-27-000099,395071,525214
46-27-000100,395073,525182
46-27-000103,395050,525160
46-27-000104,395027,525157
46-32-000001,399384,522346
46-32-000003,399403,522302
46-32-000004,399401,522275
46-32-000005,399387,522246
47-10-000121,425650,523466
47-10-000122,425660,523443
46-04-000056,398902,513580
46-04-000057,398888,513605
46-04-000058,398861,513612
45-12-004063,441362,539354
45-12-002022,442709,542082
45-12-004164,442701,539507
45-12-004165,442689,539540
45-12-004166,442678,539573
45-12-004168,442629,539613
45-12-004169,442647,539629
45-12-004170,442640,539670
45-12-004171,442634,539712
45-12-002466,443460,540698
45-12-002467,443458,540667
45-12-002469,443430,540690
45-12-002471,443239,540713
45-12-002472,443258,540727
45-12-002473,443277,540705
45-12-002474,443335,540696
45-12-002476,443328,540731
45-12-002477,443288,540756
45-12-002478,443341,540797
45-12-002484,443354,540879
45-12-002481,443335,540822
45-12-002482,443333,540847
45-12-002483,443372,540860
45-12-002480,443368,540828
45-12-002485,443311,540921
45-12-000106,443379,540497
45-12-002256,443032,541259
45-12-002257,443070,541254
45-12-002258,442895,541377
45-12-002260,442852,541330
45-12-002261,442840,541303
45-12-002262,442843,541266
45-12-002263,442820,541230
45-12-002264,442807,541206
45-12-001345,442045,541292
45-12-001346,442033,541319
45-12-001347,442015,541352
45-12-001348,441995,541388
45-12-001335,441947,541274
45-12-001336,441973,541292
45-12-001349,442025,541405
45-12-001351,442071,541319
45-12-001352,442083,541348
45-12-001353,442097,541378
45-12-003138,441416,540426
45-12-003139,441420,540395
45-12-003140,441433,540374
43-03-005369,420900,528254
45-12-004000,441293,539246
45-12-004002,441270,539300
45-12-004003,441249,539305
45-12-003983,441345,539203
45-12-003984,441367,539187
45-12-003985,441378,539160
45-12-003986,441354,539131
45-15-006079,441141,541541
45-15-006080,441126,541556
43-03-015514,423689,529990
43-03-015515,423693,530014
43-03-015516,423687,530030
47-10-005830,428412,524384
44-09-000718,434120,536591
44-09-000719,434148,536608
45-15-006091,440717,541050
45-15-006092,440694,541074
45-15-006093,440670,541107
45-15-006095,440633,541181
45-15-006097,440619,541214
45-15-006098,440617,541247
45-15-006099,440595,541264
45-12-004064,441343,539341
45-12-002255,443004,541249
45-12-008295,442434,540609
45-12-008296,442451,540604
45-12-000241,443810,540114
45-12-000242,443843,540124
45-12-000243,443754,540196
45-12-000244,443788,540189
45-12-000245,443814,540200
45-12-000246,443844,540197
45-12-002111,443241,541548
45-12-002112,443199,541529
45-12-002125,442925,541484
45-12-002126,442880,541512
45-12-002127,442948,541533
45-12-002128,442886,541551
45-12-002487,443306,540855
45-12-002489,443288,540805
45-12-002490,443272,540785
45-12-002491,443273,540761
45-12-002492,443248,540762
45-12-002494,443238,540823
45-12-002495,443260,540840
45-12-002496,443246,540867
46-12-000089,417229,516802
46-12-000092,417149,516788
46-12-000091,417152,516811
46-12-000093,417150,516778
46-12-000094,417126,516784
46-12-000096,417061,516792
46-12-000097,417034,516815
46-12-000098,417001,516840
46-12-000100,416934,516883
46-12-000101,416860,516879
46-12-000102,416958,516818
46-12-000103,416929,516794
46-12-000104,416903,516778
46-12-000114,416994,516811
46-12-000105,416982,516762
46-12-000107,417053,516729
46-12-000108,417101,516731
46-12-000109,417135,516731
46-12-000117,416923,516834
46-27-000080,394930,525178
46-27-000101,394922,525145
46-27-000081,394910,525098
45-08-001056,444373,541106
45-08-001057,444375,541119
45-08-001059,444368,540960
45-08-001060,444360,540984
45-08-001061,444347,541001
45-08-001063,444340,541048
45-08-001064,444331,541077
45-12-000288,443774,540406
45-12-000289,443803,540399
45-12-000290,443836,540387
45-12-000291,443871,540371
45-12-000292,443892,540353
45-12-000293,443914,540347
45-12-000295,443973,540355
45-12-000296,444009,540345
45-12-000297,444045,540349
45-12-000298,444073,540337
46-09-000053,416598,527369
46-09-000056,416618,527268
46-09-000057,416628,527240
46-09-000058,416641,527210
46-09-000059,416659,527172
46-09-000061,416702,527097
46-09-000062,416730,527063
46-09-000063,416759,527026
46-09-000064,416780,526997
46-04-000059,398822,513596
46-04-000062,399629,513508
46-04-000063,399659,513500
46-04-000064,399687,513495
46-04-000065,399711,513491
46-04-000053,399557,513422
46-04-000067,399596,513235
46-06-000001,411961,524284
45-12-002694,442640,541291
45-18-002007,443189,548776
45-15-000009,439500,540904
47-10-000049,425979,523652
47-10-000050,425967,523679
47-10-000053,425920,523748
47-10-000054,425899,523769
47-10-000056,425893,523840
47-10-000057,425880,523871
45-12-002565,442543,541398
45-12-002566,442535,541423
47-10-000058,425888,523899
47-10-000059,425903,523907
47-10-000061,425851,523941
46-09-000087,417500,526507
46-09-000089,417555,526474
46-09-000103,416479,528146
46-09-000104,416441,528143
46-09-000105,416399,528139
46-09-000107,416329,528134
46-09-000108,416293,528130
46-09-000109,416256,528133
46-09-000110,416218,528135
46-09-000111,416178,528139
46-09-000113,416100,528146
46-09-000114,416062,528150
46-06-000102,412475,524351
46-06-000103,412491,524321
46-06-000104,412515,524375
46-06-000106,412568,524152
46-06-000107,412574,524123
46-06-000108,412575,524101
46-06-000109,412577,524070
46-06-000110,412538,524015
46-06-000111,412540,524049
46-04-000036,399314,513558
46-04-000037,399250,513545
46-04-000038,399209,513546
46-00-000005,405637,517023
45-12-003141,441411,540369
45-12-003136,441412,540483
45-12-003137,441402,540433
45-12-003142,441394,540394
45-15-006166,440572,541249
45-15-006167,440546,541301
45-15-006168,440532,541331
45-15-006169,440534,541275
45-12-004118,441657,539122
45-12-004121,441633,539109
45-12-004122,441654,539089
45-12-004123,441663,539092
45-12-004127,441676,539028
45-12-003475,442157,540236
45-12-003477,442203,540312
45-12-003479,442142,540287
45-12-003480,442153,540265
45-12-003481,442136,540254
45-12-003482,442110,540256
45-12-003484,442117,540284
45-12-003485,442088,540299
45-12-002385,443377,540949
45-12-002386,443409,540958
45-12-002388,443431,540982
45-12-002389,443478,540995
45-12-002390,443469,541046
45-12-002391,443425,541046
45-12-002392,443383,541061
45-12-002393,443424,541122
45-12-008265,441877,539844
45-12-008266,441894,539882
42-03-000430,429172,550130
42-03-000431,429186,550088
42-03-000432,429191,550072
